age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, Income-category
59, Private,329059, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private,89735, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc,172826, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,99999,0,55, United-States, >50K
54, Private,139703, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, Germany, >50K
45, Private,242391, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
42, Local-gov,147510, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private,138999, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,197380, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc,131584, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
51, Self-emp-not-inc,94432, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, >50K
20, State-gov,178517, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private,131002, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
21, ?,143995, Some-college,10, Never-married, ?, Own-child, Black, Male,0,0,20, United-States, <=50K
22, Private,362309, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
49, Private,166789, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,653574, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,33, El-Salvador, <=50K
39, Private,481060, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private,214731, 10th,6, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
17, Private,242773, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
36, Self-emp-not-inc,67728, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
48, Private,449354, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,4386,0,45, United-States, >50K
41, Private,106900, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,42, United-States, >50K
40, Local-gov,153489, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Male,3137,0,40, United-States, <=50K
57, ?,222216, Assoc-voc,11, Widowed, ?, Unmarried, White, Female,0,0,38, United-States, <=50K
24, Private,283613, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
17, Private,295488, 11th,7, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
54, Private,156003, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,114544, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
32, Private,95885, 11th,7, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,13550,0,60, United-States, >50K
57, Private,175942, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Private,88781, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, >50K
26, Private,291968, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
25, Private,98281, 12th,8, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,43, United-States, <=50K
51, Self-emp-not-inc,127149, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
38, Self-emp-not-inc,190023, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
41, Private,58484, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
22, Private,184779, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Federal-gov,192712, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
25, ?,32276, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,318639, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,60, Mexico, <=50K
26, ?,131777, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,2002,40, United-States, <=50K
47, Private,244025, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,56, Puerto-Rico, <=50K
19, ?,61855, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,0,30, United-States, <=50K
65, Private,193216, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,9386,0,40, United-States, >50K
38, Private,203836, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
53, Private,320510, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, ?,286869, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,1668,40, ?, <=50K
31, Private,73514, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
62, Private,223975, 7th-8th,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
28, Self-emp-not-inc,51461, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,173316, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,302406, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
45, Self-emp-not-inc,160724, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, China, >50K
21, Private,364685, 11th,7, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
43, Local-gov,114859, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,17, United-States, <=50K
31, Private,162160, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States, <=50K
37, Private,200598, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1740,45, United-States, <=50K
19, Private,35865, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
22, Private,166371, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, ?, <=50K
51, Private,202956, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Local-gov,259216, 9th,5, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, ?,103810, 12th,8, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private,243631, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, China, >50K
18, Private,256967, 10th,6, Never-married, Sales, Other-relative, Black, Female,0,0,40, United-States, <=50K
53, Private,96062, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
30, Private,86808, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc,185057, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,3325,0,40, United-States, <=50K
64, Private,91343, Some-college,10, Widowed, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private,121124, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
36, Federal-gov,403489, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
22, Private,142566, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,192900, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private,159788, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, United-States, <=50K
40, Private,118001, 10th,6, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
69, Self-emp-inc,182451, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,111128, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
45, Self-emp-not-inc,102771, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
46, Private,134727, 11th,7, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,43, Germany, <=50K
32, Self-emp-not-inc,379412, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,114483, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,141350, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
46, Private,98350, 10th,6, Married-spouse-abs, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,37, China, <=50K
51, Self-emp-not-inc,32372, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1672,70, United-States, <=50K
29, Private,151476, Some-college,10, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc,127772, HS-grad,9, Divorced, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
41, Private,207685, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,21, United-States, <=50K
70, ?,158642, HS-grad,9, Widowed, ?, Not-in-family, White, Female,2993,0,20, United-States, <=50K
59, Private,194290, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
28, Private,109001, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
35, Self-emp-not-inc,140854, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,637080, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
61, Private,229744, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
48, Private,160220, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private,348504, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
41, Local-gov,37848, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
71, Self-emp-not-inc,163293, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,2, United-States, <=50K
28, Private,215873, 10th,6, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,45, United-States, <=50K
47, State-gov,30575, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
24, Private,238917, 5th-6th,3, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
21, Private,131811, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
58, Private,310320, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private,299050, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
46, Local-gov,207946, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,43, United-States, <=50K
65, ?,52728, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,191342, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
31, Private,91666, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
59, Private,205949, HS-grad,9, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc,207392, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, United-States, <=50K
51, Self-emp-not-inc,115851, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,151158, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
43, Private,253759, Some-college,10, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,40, United-States, <=50K
36, Private,117381, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,214816, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private,220783, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private,187730, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
31, ?,505438, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,30, Mexico, <=50K
21, State-gov,204425, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
39, Local-gov,256997, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,120914, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc,34446, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
55, Private,249072, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
36, Private,447346, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
27, Private,341504, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Federal-gov,406463, Masters,14, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private,186396, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
33, Private,149220, Assoc-voc,11, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc,107846, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
28, Private,469864, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Federal-gov,369468, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private,173243, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,5178,0,40, United-States, >50K
62, ?,378239, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,2, United-States, >50K
43, Private,55395, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,215624, Some-college,10, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
26, Private,144483, Assoc-voc,11, Divorced, Sales, Own-child, White, Female,594,0,35, United-States, <=50K
44, Private,222703, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Nicaragua, <=50K
28, Private,46868, Masters,14, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private,114927, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, United-States, >50K
41, Self-emp-not-inc,238184, HS-grad,9, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, United-States, <=50K
33, Federal-gov,26543, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
21, Private,351084, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
